Pickup Branch,Post code,Post office name,Commune EN,Commune Khmer,Phone,Phone Number,Main Branch Phone,Branch Code,Branch EN,Branch Khmer,Category,Post office level,Type,Status,Latitude,Longitude,Search Text
BANA001,BANA001,Chamnaom,Chamnaom,Chamnaom,0716111197,0716111197,0316000285,BANP001,Banteay Meanchey,Banteay Meanchey,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.437565,102.934632,BANA001 | Chamnaom | Chamnaom | 0716111197 | BANP001 | Banteay Meanchey | Banteay Meanchey | Agent
PNPA070,PNPA070,Nirouth,Nirouth,Nirouth,068362286,068362286,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.519818,104.945927,PNPA070 | Nirouth | Nirouth | 068362286 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA071,PNPA071,Chong Khsach,Chong Khsach,Chong Khsach,015604030,015604030,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,104.915295,11.588579,PNPA071 | Chong Khsach | Chong Khsach | 015604030 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA072,PNPA072,Phsar Toch,Phsar Toch,Phsar Toch,089966655,089966655,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,104.907171,11.590341,PNPA072 | Phsar Toch | Phsar Toch | 089966655 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA073,PNPA073,Phsar Depou Ti Pir Phum 2,Phsar Depou Ti Pir Phum 2,Phsar Depou Ti Pir Phum 2,060243536,060243536,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.566332,104.905016,PNPA073 | Phsar Depou Ti Pir Phum 2 | Phsar Depou Ti Pir Phum 2 | 060243536 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA074,PNPA074,Tuek Thla,Tuek Thla,Tuek Thla,066366789,066366789,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.5576,104.8686,PNPA074 | Tuek Thla | Tuek Thla | 066366789 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA079,PNPA079,Kab Phluk,Kab Phluk,Kab Phluk,0975203928,0975203928,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.502116,104.806126,PNPA079 | Kab Phluk | Kab Phluk | 0975203928 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA080,PNPA080,Phleung Chheh Roteh,Phleung Chheh Roteh,Phleung Chheh Roteh,0975790001,0975790001,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.491788,104.81429,PNPA080 | Phleung Chheh Roteh | Phleung Chheh Roteh | 0975790001 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA081,PNPA081,Phsar Thmei Ti Bei Phum 3,Phsar Thmei Ti Bei Phum 3,Phsar Thmei Ti Bei Phum 3,0979700868,0979700868,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.565271,104.923624,PNPA081 | Phsar Thmei Ti Bei Phum 3 | Phsar Thmei Ti Bei Phum 3 | 0979700868 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA086,PNPA086,Tep Phon,Tep Phon,Tep Phon,068579757,068579757,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.56302387,104.909703,PNPA086 | Tep Phon | Tep Phon | 068579757 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA087,PNPA087,Boeng Tumpun Ti Muoy,Boeng Tumpun Ti Muoy,Boeng Tumpun Ti Muoy,060673337,060673337,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.530862,104.912548,PNPA087 | Boeng Tumpun Ti Muoy | Boeng Tumpun Ti Muoy | 060673337 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA088,PNPA088,Chaom Chau Ti Bei 02,Chaom Chau Ti Bei 02,Chaom Chau Ti Bei 02,066778278,066778278,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.537322,104.815671,PNPA088 | Chaom Chau Ti Bei 02 | Chaom Chau Ti Bei 02 | 066778278 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA091,PNPA091,Chaom Chau 2 Phum 1,Chaom Chau 2 Phum 1,Chaom Chau 2 Phum 1,0882597401,0882597401,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.52026,104.806014,PNPA091 | Chaom Chau 2 Phum 1 | Chaom Chau 2 Phum 1 | 0882597401 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA095,PNPA095,Wat Nirouth,Wat Nirouth,Wat Nirouth,0316888165,0316888165,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.522177,104.9465878,PNPA095 | Wat Nirouth | Wat Nirouth | 0316888165 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA096,PNPA096,Tuek L ak Ti Mouy Phum 7,Tuek L ak Ti Mouy Phum 7,Tuek L ak Ti Mouy Phum 7,0973366376,0973366376,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.566,104.89096,PNPA096 | Tuek L ak Ti Mouy Phum 7 | Tuek L ak Ti Mouy Phum 7 | 0973366376 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA100,PNPA100,Tuol Pongro,Tuol Pongro,Tuol Pongro,0889202999,0889202999,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.513179,104.858848,PNPA100 | Tuol Pongro | Tuol Pongro | 0889202999 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPP001,PNPP001,Chamkar Mon,Chamkar Mon,Chamkar Mon,0886479090,0886479090,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.5498322,104.9003168,PNPP001 | Chamkar Mon | Chamkar Mon | 0886479090 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP002,PNPP002,Mean Chey 01,Mean Chey 01,Mean Chey 01,0713951242,0713951242,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.5121,104.93619,PNPP002 | Mean Chey 01 | Mean Chey 01 | 0713951242 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP003,PNPP003,Mean Chey 02,Mean Chey 02,Mean Chey 02,0315500998,0315500998,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.547075,104.884,PNPP003 | Mean Chey 02 | Mean Chey 02 | 0315500998 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP004,PNPP004,Preaek Pnov,Preaek Pnov,Preaek Pnov,0717674227,0717674227,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.6583,104.8637,PNPP004 | Preaek Pnov | Preaek Pnov | 0717674227 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP005,PNPP005,Chbar Ampov,Chbar Ampov,Chbar Ampov,0975582123,0975582123,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.5317,104.9369,PNPP005 | Chbar Ampov | Chbar Ampov | 0975582123 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP006,PNPP006,Tuol Kouk,Tuol Kouk,Tuol Kouk,0976243981,0976243981,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.5903,104.8974,PNPP006 | Tuol Kouk | Tuol Kouk | 0976243981 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP007,PNPP007,Boeng Keng Kang,Boeng Keng Kang,Boeng Keng Kang,0977681433,0977681433,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.55514,104.915931,PNPP007 | Boeng Keng Kang | Boeng Keng Kang | 0977681433 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP008,PNPP008,Pou Saen Chey 01,Pou Saen Chey 01,Pou Saen Chey 01,0977872172,0977872172,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.561082,104.853001,PNPP008 | Pou Saen Chey 01 | Pou Saen Chey 01 | 0977872172 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP009,PNPP009,Pou Saen Chey 02,Pou Saen Chey 02,Pou Saen Chey 02,0712265139,0712265139,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.5302,104.8521,PNPP009 | Pou Saen Chey 02 | Pou Saen Chey 02 | 0712265139 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP010,PNPP010,Chraoy Chongvar,Chraoy Chongvar,Chraoy Chongvar,068288779,068288779,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.6407,104.918,PNPP010 | Chraoy Chongvar | Chraoy Chongvar | 068288779 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP011,PNPP011,Dangkao,Dangkao,Dangkao,0883331768,0883331768,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.50786,104.8915,PNPP011 | Dangkao | Dangkao | 0883331768 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP012,PNPP012,Kamboul,Kamboul,Kamboul,0886479090,0886479090,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.518005,104.774501,PNPP012 | Kamboul | Kamboul | 0886479090 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP013,PNPP013,Saen Sokh,Saen Sokh,Saen Sokh,0889432820,0889432820,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.590052,104.876093,PNPP013 | Saen Sokh | Saen Sokh | 0889432820 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP014,PNPP014,Doun Penh,Doun Penh,Doun Penh,0888985557,0888985557,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Post Office,Post Office,Post office,In effect,11.56927,104.91889,PNPP014 | Doun Penh | Doun Penh | 0888985557 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPS001,PNPS001,Phsar Thmei Ti Muoy,Phsar Thmei Ti Muoy,Phsar Thmei Ti Muoy,0886479090,0886479090,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Showroom,Showroom,Post office,In effect,11.566858,104.920799,PNPS001 | Phsar Thmei Ti Muoy | Phsar Thmei Ti Muoy | 0886479090 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS002,PNPS002,Boeng Kak Ti Pir,Boeng Kak Ti Pir,Boeng Kak Ti Pir,0886479090,0886479090,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Showroom,Showroom,Post office,In effect,11.573333,104.897194,PNPS002 | Boeng Kak Ti Pir | Boeng Kak Ti Pir | 0886479090 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS003,PNPS003,Nirouth,Nirouth,Nirouth,0886479090,0886479090,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Showroom,Showroom,Post office,In effect,11.531241,104.941846,PNPS003 | Nirouth | Nirouth | 0886479090 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS004,PNPS004,Tuek Thla,Tuek Thla,Tuek Thla,0886479090,0886479090,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Showroom,Showroom,Post office,In effect,11.562672,104.877815,PNPS004 | Tuek Thla | Tuek Thla | 0886479090 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS005,PNPS005,Chaom Chau Ti Muoy 01,Chaom Chau Ti Muoy 01,Chaom Chau Ti Muoy 01,0886479090,0886479090,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Showroom,Showroom,Post office,In effect,11.532352,104.832526,PNPS005 | Chaom Chau Ti Muoy 01 | Chaom Chau Ti Muoy 01 | 0886479090 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS006,PNPS006,Srah Chak,Srah Chak,Srah Chak,0886479090,0886479090,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Showroom,Showroom,Post office,In effect,11.585659,104.915881,PNPS006 | Srah Chak | Srah Chak | 0886479090 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS007,PNPS007,Tuol Svay Prey Ti Pir,Tuol Svay Prey Ti Pir,Tuol Svay Prey Ti Pir,0886479090,0886479090,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Showroom,Showroom,Post office,In effect,11.550046,104.904741,PNPS007 | Tuol Svay Prey Ti Pir | Tuol Svay Prey Ti Pir | 0886479090 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS008,PNPS008,Chaom Chau Ti Muoy 02,Chaom Chau Ti Muoy 02,Chaom Chau Ti Muoy 02,0886479090,0886479090,0886479090,PNPP001,Phnom Penh Branch,Phnom Penh Branch,Showroom,Showroom,Post office,In effect,11.532598,104.870151,PNPS008 | Chaom Chau Ti Muoy 02 | Chaom Chau Ti Muoy 02 | 0886479090 | PNPP001 | Phnom Penh Branch | Phnom Penh Branch | Showroom
PRE040,PRE040,Pea REANG,Pea REANG,Pea REANG,0717740101,0717740101,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.707276,105.15678,PRE040 | Pea REANG | Pea REANG | 0717740101 | PREP001 | Prey Veng | Prey Veng | Agent
PREA001,PREA001,Prey Pnov 01,Prey Pnov 01,Prey Pnov 01,0888814399,0888814399,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.611617,105.367041,PREA001 | Prey Pnov 01 | Prey Pnov 01 | 0888814399 | PREP001 | Prey Veng | Prey Veng | Agent
PREA002,PREA002,Prey Kanlaong,Prey Kanlaong,Prey Kanlaong,0888864046,0888864046,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.548952,105.321298,PREA002 | Prey Kanlaong | Prey Kanlaong | 0888864046 | PREP001 | Prey Veng | Prey Veng | Agent
PREA003,PREA003,Svay Antor 01,Svay Antor 01,Svay Antor 01,0888881669,0888881669,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.571646,105.420105,PREA003 | Svay Antor 01 | Svay Antor 01 | 0888881669 | PREP001 | Prey Veng | Prey Veng | Agent
PREA004,PREA004,Svay Antor 02,Svay Antor 02,Svay Antor 02,0977610036,0977610036,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.59789,105.420474,PREA004 | Svay Antor 02 | Svay Antor 02 | 0977610036 | PREP001 | Prey Veng | Prey Veng | Agent
PREA005,PREA005,Preaek Ta Sar,Preaek Ta Sar,Preaek Ta Sar,0718880188,0718880188,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.5544,105.127824,PREA005 | Preaek Ta Sar | Preaek Ta Sar | 0718880188 | PREP001 | Prey Veng | Prey Veng | Agent
PREA006,PREA006,Prey Daeum Thnoeng,Prey Daeum Thnoeng,Prey Daeum Thnoeng,0975161696,0975161696,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.775516,105.369815,PREA006 | Prey Daeum Thnoeng | Prey Daeum Thnoeng | 0975161696 | PREP001 | Prey Veng | Prey Veng | Agent
PREA007,PREA007,Roka,Roka,Roka,0887923737,0887923737,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.664424,105.225004,PREA007 | Roka | Roka | 0887923737 | PREP001 | Prey Veng | Prey Veng | Agent
PREA008,PREA008,Prey Pnov 02,Prey Pnov 02,Prey Pnov 02,068663933,068663933,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.648247,105.34067,PREA008 | Prey Pnov 02 | Prey Pnov 02 | 068663933 | PREP001 | Prey Veng | Prey Veng | Agent
PREA009,PREA009,Smaong Khang Cheung,Smaong Khang Cheung,Smaong Khang Cheung,0717764777,0717764777,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.553368,105.600953,PREA009 | Smaong Khang Cheung | Smaong Khang Cheung | 0717764777 | PREP001 | Prey Veng | Prey Veng | Agent
PREA010,PREA010,Tnaot,Tnaot,Tnaot,0716638822,0716638822,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.743958,105.530275,PREA010 | Tnaot | Tnaot | 0716638822 | PREP001 | Prey Veng | Prey Veng | Agent
PREA011,PREA011,Kranhung,Kranhung,Kranhung,0979227625,0979227625,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.575922,105.662392,PREA011 | Kranhung | Kranhung | 0979227625 | PREP001 | Prey Veng | Prey Veng | Agent
PREA012,PREA012,Chres 01,Chres 01,Chres 01,0713644302,0713644302,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.342191,105.622593,PREA012 | Chres 01 | Chres 01 | 0713644302 | PREP001 | Prey Veng | Prey Veng | Agent
PREA013,PREA013,Prasat,Prasat,Prasat,0314262232,0314262232,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.147729,105.541211,PREA013 | Prasat | Prasat | 0314262232 | PREP001 | Prey Veng | Prey Veng | Agent
PREA014,PREA014,Angkor Sar,Angkor Sar,Angkor Sar,0887732183,0887732183,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.268447,105.667765,PREA014 | Angkor Sar | Angkor Sar | 0887732183 | PREP001 | Prey Veng | Prey Veng | Agent
PREA015,PREA015,Banteay Chakrei 01,Banteay Chakrei 01,Banteay Chakrei 01,090348958,090348958,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.029347,105.378702,PREA015 | Banteay Chakrei 01 | Banteay Chakrei 01 | 090348958 | PREP001 | Prey Veng | Prey Veng | Agent
PREA016,PREA016,Boeng Preah,Boeng Preah,Boeng Preah,0716909494,0716909494,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.325107,105.440185,PREA016 | Boeng Preah | Boeng Preah | 0716909494 | PREP001 | Prey Veng | Prey Veng | Agent
PREA017,PREA017,Preaek Khsay Kha,Preaek Khsay Kha,Preaek Khsay Kha,090236222,090236222,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.263423,105.284942,PREA017 | Preaek Khsay Kha | Preaek Khsay Kha | 090236222 | PREP001 | Prey Veng | Prey Veng | Agent
PREA018,PREA018,Prey Totueng,Prey Totueng,Prey Totueng,0978381594,0978381594,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.39061,105.609572,PREA018 | Prey Totueng | Prey Totueng | 0978381594 | PREP001 | Prey Veng | Prey Veng | Agent
PREA019,PREA019,Kampong Trabaek,Kampong Trabaek,Kampong Trabaek,0978993411,0978993411,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.142464,105.482792,PREA019 | Kampong Trabaek | Kampong Trabaek | 0978993411 | PREP001 | Prey Veng | Prey Veng | Agent
PREA020,PREA020,Angkor Reach,Angkor Reach,Angkor Reach,0978931026,0978931026,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.095309,105.384188,PREA020 | Angkor Reach | Angkor Reach | 0978931026 | PREP001 | Prey Veng | Prey Veng | Agent
PREA021,PREA021,Banteay Chakrei 02,Banteay Chakrei 02,Banteay Chakrei 02,0714884338,0714884338,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.966321,105.42245,PREA021 | Banteay Chakrei 02 | Banteay Chakrei 02 | 0714884338 | PREP001 | Prey Veng | Prey Veng | Agent
PREA022,PREA022,Chres 02,Chres 02,Chres 02,0979060115,0979060115,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.352907,105.646832,PREA022 | Chres 02 | Chres 02 | 0979060115 | PREP001 | Prey Veng | Prey Veng | Agent
PREA023,PREA023,Peam Ro,Peam Ro,Peam Ro,0314440002,0314440002,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.32042,105.283219,PREA023 | Peam Ro | Peam Ro | 0314440002 | PREP001 | Prey Veng | Prey Veng | Agent
PREA024,PREA024,Chheu Kach,Chheu Kach,Chheu Kach,0315555262,0315555262,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.256568,105.400833,PREA024 | Chheu Kach | Chheu Kach | 0315555262 | PREP001 | Prey Veng | Prey Veng | Agent
PREA025,PREA025,Peam Muntear,Peam Muntear,Peam Muntear,0712220180,0712220180,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.008778,105.464324,PREA025 | Peam Muntear | Peam Muntear | 0712220180 | PREP001 | Prey Veng | Prey Veng | Agent
PREA026,PREA026,Prey Tueng,Prey Tueng,Prey Tueng,0314874949,0314874949,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.739997,105.372161,PREA026 | Prey Tueng | Prey Tueng | 0314874949 | PREP001 | Prey Veng | Prey Veng | Agent
PREA027,PREA027,CHHEANG SEANGKHIN,CHHEANG SEANGKHIN,CHHEANG SEANGKHIN,090772299,090772299,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.31939,105.399572,PREA027 | CHHEANG SEANGKHIN | CHHEANG SEANGKHIN | 090772299 | PREP001 | Prey Veng | Prey Veng | Agent
PREA028,PREA028,Sao Raksmey,Sao Raksmey,Sao Raksmey,0972706439,0972706439,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.84313,105.370159,PREA028 | Sao Raksmey | Sao Raksmey | 0972706439 | PREP001 | Prey Veng | Prey Veng | Agent
PREA029,PREA029,Kampong Soeng,Kampong Soeng,Kampong Soeng,0884653111,0884653111,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.215623,105.347501,PREA029 | Kampong Soeng | Kampong Soeng | 0884653111 | PREP001 | Prey Veng | Prey Veng | Agent
PREA030,PREA030,Me Sang,Me Sang,Me Sang,0317000006,0317000006,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.327182,105.541394,PREA030 | Me Sang | Me Sang | 0317000006 | PREP001 | Prey Veng | Prey Veng | Agent
PREA031,PREA031,Kampong Trabaek,Kampong Trabaek,Kampong Trabaek,0889916636,0889916636,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.197135,105.515982,PREA031 | Kampong Trabaek | Kampong Trabaek | 0889916636 | PREP001 | Prey Veng | Prey Veng | Agent
PREA032,PREA032,Peam Ro,Peam Ro,Peam Ro,0884311255,0884311255,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.343899,105.305749,PREA032 | Peam Ro | Peam Ro | 0884311255 | PREP001 | Prey Veng | Prey Veng | Agent
PREA033,PREA033,Svay Antor,Svay Antor,Svay Antor,0716334505,0716334505,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.462464,105.498355,PREA033 | Svay Antor | Svay Antor | 0716334505 | PREP001 | Prey Veng | Prey Veng | Agent
PREA034,PREA034,Kamchay Mear,Kamchay Mear,Kamchay Mear,0712897000,0712897000,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.62477,105.761708,PREA034 | Kamchay Mear | Kamchay Mear | 0712897000 | PREP001 | Prey Veng | Prey Veng | Agent
PREA035,PREA035,Preach Sdach,Preach Sdach,Preach Sdach,066699942,066699942,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.974233,105.36526,PREA035 | Preach Sdach | Preach Sdach | 066699942 | PREP001 | Prey Veng | Prey Veng | Agent
PREA036,PREA036,Preach Sdach,Preach Sdach,Preach Sdach,0977752906,0977752906,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.110392,105.313643,PREA036 | Preach Sdach | Preach Sdach | 0977752906 | PREP001 | Prey Veng | Prey Veng | Agent
PREA037,PREA037,Preach Sdach,Preach Sdach,Preach Sdach,0888897456,0888897456,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.093123,105.434534,PREA037 | Preach Sdach | Preach Sdach | 0888897456 | PREP001 | Prey Veng | Prey Veng | Agent
PREA038,PREA038,Svay Antor,Svay Antor,Svay Antor,0718000166,0718000166,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.494037,105.531945,PREA038 | Svay Antor | Svay Antor | 0718000166 | PREP001 | Prey Veng | Prey Veng | Agent
PREA039,PREA039,Kanhchriech,Kanhchriech,Kanhchriech,0319800009,0319800009,0712930022,PREP001,Prey Veng,Prey Veng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.689623,105.562573,PREA039 | Kanhchriech | Kanhchriech | 0319800009 | PREP001 | Prey Veng | Prey Veng | Agent
